PTC,PrintName,Category,GroupName,BrandName,lastInvoiceRate,SalesPrice2
SKU03590,Pantene Ice Cream 200g,Dairy & Frozen,Ice Cream,Pantene,73.77,95.32
SKU01759,Ariel Plus 297 Festival Packs Fresh 500g,Seasonal & Gifts,Festival Packs,Ariel Plus 297,1512.19,1696.67
SKU04866,Garnier Plus 67 Cookware Classic 100g,Kitchen & Home,Cookware,Garnier Plus 67,3770.67,5122.33
SKU02811,Lifebuoy Plus 87 Pulses 500g,Staples & Cooking,Pulses,Lifebuoy Plus 87,200.97,259.61
SKU00924,Aashirvaad Plus 81 Toys (basic) 250g,Baby & Kids,Toys (basic),Aashirvaad Plus 81,972.92,1266.05
SKU02881,Kohinoor Baby Food 500g,Baby & Kids,Baby Food,Kohinoor,168.58,206.52
SKU00269,Tata Tea Plus 15 Wipes 2pc,Baby & Kids,Wipes,Tata Tea Plus 15,515.36,685.74
SKU00670,MTR Plus 47 Shampoo 2pc,Personal Care,Shampoo,MTR Plus 47,317.25,436.19
SKU04476,Red Label Plus 241 Chocolates 150g,Food & Beverages,Chocolates,Red Label Plus 241,64.3,91.71
SKU01911,Drools Plus 324 Storage 2pc,Kitchen & Home,Storage,Drools Plus 324,2312.95,3191.89
SKU02986,CloseUp Plus 299 Ice Cream Honey 250g,Dairy & Frozen,Ice Cream,CloseUp Plus 299,375.48,521.16
SKU01153,Maggi Plus 76 Gift Wrap 250g,Seasonal & Gifts,Gift Wrap,Maggi Plus 76,1455.45,1656.78
SKU04818,Red Label Plus 134 Ice Cream Masala 1pc,Dairy & Frozen,Ice Cream,Red Label Plus 134,99.19,127.84
SKU03456,Clinic Plus Bread 1pc,Bakery,Bread,Clinic Plus,188.67,224.14
SKU04242,Bikaji Plus 10 First Aid 100g,Health & Wellness,First Aid,Bikaji Plus 10,1427.4,2011.93
SKU04550,Tata Tea Plus 283 Biscuits Fresh 50g,Food & Beverages,Biscuits,Tata Tea Plus 283,239.25,292.35
SKU02173,Amul Plus 38 Biscuits 300g,Food & Beverages,Biscuits,Amul Plus 38,72.21,81.22
SKU04516,Daawat Dishwash 100g,Home Care,Dishwash,Daawat,486.32,571.08
SKU01916,Aashirvaad Plus 125 Pet Accessories 200g,Pet Care,Pet Accessories,Aashirvaad Plus 125,717.23,901.25
SKU00613,Lifebuoy Frozen Meals 100g,Dairy & Frozen,Frozen Meals,Lifebuoy,345.34,432.4
SKU02407,Dettol Plus 140 Car Care Mint 2pc,Automotive,Car Care,Dettol Plus 140,2103.26,2520.87
SKU04206,Raymond Plus 215 Hair Color 200g,Beauty & Cosmetics,Hair Color,Raymond Plus 215,1438.68,2047.67
SKU01899,Tata Pulses Fresh 200g,Staples & Cooking,Pulses,Tata,120.66,159.78
SKU01650,Tide Pet Accessories 500g,Pet Care,Pet Accessories,Tide,615.95,839.3
SKU02608,Kissan Plus 48 Energy Drinks 1pc,Beverages (Premium),Energy Drinks,Kissan Plus 48,601.26,868.61
SKU00259,Bingo Plus 244 Instant Foods 200g,Food & Beverages,Instant Foods,Bingo Plus 244,91.67,130.96
SKU00848,Bingo Plus 186 Baby Food 500g,Baby & Kids,Baby Food,Bingo Plus 186,1099.81,1571.61
SKU04252,Pedigree Nail Care 1pc,Beauty & Cosmetics,Nail Care,Pedigree,763.03,840.45
SKU01234,Fevicol Plus 23 Small Electronics (chargers) 100g,Electronics & Batteries,Small Electronics (chargers),Fevicol Plus 23,1367.59,1783.35
SKU01128,Amul Plus 201 Hair Color 1pc,Beauty & Cosmetics,Hair Color,Amul Plus 201,995.24,1176.42
SKU01968,CloseUp Plus 299 Cheese 200g,Dairy & Frozen,Cheese,CloseUp Plus 299,238.28,319.25
SKU00559,Real Plus 222 Notebooks 100g,Stationery,Notebooks,Real Plus 222,133.25,187.3
SKU03906,Bikaji Plus 319 Air Freshener 100g,Home Care,Air Freshener,Bikaji Plus 319,508.23,629.38
SKU00485,Aashirvaad Plus 86 Car Care 100g,Automotive,Car Care,Aashirvaad Plus 86,973.54,1401.21
SKU01321,Kohinoor Plus 82 Confectionery 200g,Food & Beverages,Confectionery,Kohinoor Plus 82,176.99,195.17
SKU03405,Godrej Plus 200 Toothpaste 2pc,Personal Care,Toothpaste,Godrej Plus 200,113.83,156.73
SKU00008,Coca-Cola Cheese Masala 200g,Dairy & Frozen,Cheese,Coca-Cola,258.24,353.19
SKU03280,Maggi Plus 341 Edible Oil Honey 500ml,Staples & Cooking,Edible Oil,Maggi Plus 341,373.85,422.37
SKU03190,Patanjali Plus 152 Small Electronics (chargers) 1pc,Electronics & Batteries,Small Electronics (chargers),Patanjali Plus 152,172.27,235.59
SKU01451,Bingo Plus 335 Spices 250g,Staples & Cooking,Spices,Bingo Plus 335,209.67,296.97
SKU03981,Lifebuoy Plus 183 Seeds 200g,Gardening,Seeds,Lifebuoy Plus 183,291.9,323.14
SKU01815,Kissan Plus 48 Energy Drinks 500g,Beverages (Premium),Energy Drinks,Kissan Plus 48,194.72,240.53
SKU00774,Red Label Plus 241 Sauces & Spreads 100g,Food & Beverages,Sauces & Spreads,Red Label Plus 241,156.68,193.08
SKU01012,Aashirvaad Plus 118 Sugar 500g,Staples & Cooking,Sugar,Aashirvaad Plus 118,442.11,602.78
SKU02819,Ariel Plus 44 Festival Packs 1pc,Seasonal & Gifts,Festival Packs,Ariel Plus 44,2294.47,3103.32
SKU03276,Rin Plus 121 Edible Oil 2L,Staples & Cooking,Edible Oil,Rin Plus 121,639.34,891.53
SKU01992,Rin Plus 93 Storage Spicy 1pc,Kitchen & Home,Storage,Rin Plus 93,326.67,415.87
SKU01278,Tata Plus 278 Vegetables 200g,Fresh Produce,Vegetables,Tata Plus 278,85.85,99.05
SKU01784,Rin Plus 362 Shampoo Dark 200g,Personal Care,Shampoo,Rin Plus 362,349.04,411.53
SKU03106,Dove OTC Medicines 200g,Health & Wellness,OTC Medicines,Dove,1062.2,1301.05
SKU00447,Bikaji Plus 210 Chocolates 300g,Food & Beverages,Chocolates,Bikaji Plus 210,157.66,227.74
SKU00881,Raymond Plus 169 Gift Wrap Honey 200g,Seasonal & Gifts,Gift Wrap,Raymond Plus 169,1432.58,1844.36
SKU04460,Bingo Plus 327 Tea 250g,Beverages (Premium),Tea,Bingo Plus 327,142.09,179.65
SKU00782,Tide Plus 126 Buns & Rolls 500g,Bakery,Buns & Rolls,Tide Plus 126,84.47,114.52
SKU01750,Borosil Plus 99 Dishwash 250g,Home Care,Dishwash,Borosil Plus 99,159.32,176.68
SKU03389,Haldiram Plus 14 Gift Wrap 1pc,Seasonal & Gifts,Gift Wrap,Haldiram Plus 14,1556.57,2074.2
SKU04882,Cadbury Plus 298 Air Freshener 100g,Home Care,Air Freshener,Cadbury Plus 298,261.29,323.88
SKU00884,Borosil Plus 302 Instant Foods 250g,Food & Beverages,Instant Foods,Borosil Plus 302,57.84,68.88
SKU02945,Nivea Plus 30 Car Care 250g,Automotive,Car Care,Nivea Plus 30,1327.98,1505.76
SKU01092,Bajaj Plus 331 Pens 500g,Stationery,Pens,Bajaj Plus 331,53,65.12
SKU04784,Clinic Plus Plus 225 Cheese Fresh 1pc,Dairy & Frozen,Cheese,Clinic Plus Plus 225,356.22,401.3
SKU00532,Glen Plus 308 Cheese 100g,Dairy & Frozen,Cheese,Glen Plus 308,289.01,356.65
SKU04023,Pampers Fruits 2pc,Fresh Produce,Fruits,Pampers,8.23,11.91
SKU04422,Frooti Plus 77 Energy Drinks 1pc,Beverages (Premium),Energy Drinks,Frooti Plus 77,329.9,463.22
SKU04099,Parle Plus 17 Shampoo 250g,Personal Care,Shampoo,Parle Plus 17,412.94,508.54
SKU01728,Bikaji Plus 358 Festival Packs 250g,Seasonal & Gifts,Festival Packs,Bikaji Plus 358,1943.38,2222.15
SKU00611,MamaEarth Plus 43 Atta & Flour 2kg,Staples & Cooking,Atta & Flour,MamaEarth Plus 43,155.74,186.12
SKU00571,Nivea Plus 343 Sauces & Spreads 1pc,Food & Beverages,Sauces & Spreads,Nivea Plus 343,159.59,230.74
SKU02672,Camlin Plus 42 Laundry Detergent 100g,Home Care,Laundry Detergent,Camlin Plus 42,560.07,801.55
SKU03719,Colgate Plus 100 Ready-to-eat Honey 250g,Convenience,Ready-to-eat,Colgate Plus 100,797.89,1027.9
SKU00344,Glen Plus 189 Herbs 2pc,Fresh Produce,Herbs,Glen Plus 189,246.09,292.28
SKU03001,Godrej Plus 144 Rice Masala 1kg,Staples & Cooking,Rice,Godrej Plus 144,206.58,276.62
SKU03140,Lifebuoy Plus 87 Pulses 2pc,Staples & Cooking,Pulses,Lifebuoy Plus 87,224.69,316.26
SKU00435,Maggi Dog Food 2pc,Pet Care,Dog Food,Maggi,1320.89,1681.96
SKU01904,Colgate Plus 45 Sauces & Spreads 2pc,Food & Beverages,Sauces & Spreads,Colgate Plus 45,111.27,132.55
SKU03805,Pepsi Plus 187 Ready-to-eat 200g,Convenience,Ready-to-eat,Pepsi Plus 187,343.97,454.53
SKU04777,Borosil Plus 253 Edible Oil 5L,Staples & Cooking,Edible Oil,Borosil Plus 253,493.93,641.86
SKU02070,Tropicana Plus 145 Pet Accessories 100g,Pet Care,Pet Accessories,Tropicana Plus 145,302.08,391.09
SKU01538,Dettol Plus 245 Shampoo 100g,Personal Care,Shampoo,Dettol Plus 245,347.1,485.95
SKU02253,Fevicol Plus 260 Festival Packs 500g,Seasonal & Gifts,Festival Packs,Fevicol Plus 260,2053.44,2549.18
SKU02347,Coca-Cola Plus 306 Motor Oils (small) Spicy 2L,Automotive,Motor Oils (small),Coca-Cola Plus 306,1030.72,1334.09
SKU01518,Himalaya Plus 353 Diapers M,Baby & Kids,Diapers,Himalaya Plus 353,182.06,245.27
SKU00966,MamaEarth Plus 198 Cakes & Pastries 200g,Bakery,Cakes & Pastries,MamaEarth Plus 198,176.05,247.28
SKU04407,Coca-Cola Plus 160 Batteries 500g,Electronics & Batteries,Batteries,Coca-Cola Plus 160,1469.53,1894.92
SKU00529,Fiama Notebooks Mint 1pc,Stationery,Notebooks,Fiama,268.3,381.88
SKU00177,Britannia Plus 3 Pens 500g,Stationery,Pens,Britannia Plus 3,31.79,36.18
SKU03483,Britannia Plus 18 Car Care 500g,Automotive,Car Care,Britannia Plus 18,1802.54,2006.07
SKU02544,Aashirvaad Plus 279 Soft Drinks 2pc,Food & Beverages,Soft Drinks,Aashirvaad Plus 279,142.68,205.24
SKU04936,MamaEarth Plus 155 Cat Food 200g,Pet Care,Cat Food,MamaEarth Plus 155,791.31,1038.03
SKU00573,Amul Plus 226 First Aid 100g,Health & Wellness,First Aid,Amul Plus 226,409.59,523.36
SKU02300,Tata Tea Plus 156 Toilet Cleaner 100g,Home Care,Toilet Cleaner,Tata Tea Plus 156,352.41,465.68
SKU03509,Garnier Plus 357 Laundry Detergent 2pc,Home Care,Laundry Detergent,Garnier Plus 357,648.13,741.64
SKU02460,Garnier Plus 67 Instant Foods Honey 1pc,Food & Beverages,Instant Foods,Garnier Plus 67,110.76,135.4
SKU03610,Tata Tea Plus 286 Energy Drinks 500g,Beverages (Premium),Energy Drinks,Tata Tea Plus 286,256.41,322.09
SKU04555,Dove Plus 197 Air Freshener 2pc,Home Care,Air Freshener,Dove Plus 197,280.49,400.83
SKU02209,Camlin Plus 266 Shampoo 500g,Personal Care,Shampoo,Camlin Plus 266,437.1,538.1
SKU04721,Raymond Plus 106 Rice Mint 2kg,Staples & Cooking,Rice,Raymond Plus 106,293.37,374.75
SKU02756,Pepsi Plus 187 Ready-to-eat 250g,Convenience,Ready-to-eat,Pepsi Plus 187,948.73,1198.26
SKU00384,Aashirvaad Plus 293 Pulses 100g,Staples & Cooking,Pulses,Aashirvaad Plus 293,574.04,715.24
SKU00853,Lifebuoy Plus 259 Supplements 100g,Health & Wellness,Supplements,Lifebuoy Plus 259,1249.36,1596.05
SKU01881,Nestle Car Care 200g,Automotive,Car Care,Nestle,301.44,380.22
SKU00371,Dove Plus 197 Floor Cleaner 1pc,Home Care,Floor Cleaner,Dove Plus 197,134.87,162.81
SKU02379,Coca-Cola Plus 160 Batteries 2pc,Electronics & Batteries,Batteries,Coca-Cola Plus 160,853.29,1141.98
SKU04324,Daawat Laundry Detergent 200g,Home Care,Laundry Detergent,Daawat,462.09,603.5
SKU01106,Haldiram Plus 242 Coffee 250g,Beverages (Premium),Coffee,Haldiram Plus 242,520.26,640.35
SKU03414,Borosil Plus 80 Bread 250g,Bakery,Bread,Borosil Plus 80,247.18,338.53
SKU03947,Castrol Cookware 2pc,Kitchen & Home,Cookware,Castrol,3485.81,4369.4
SKU01337,Nestle Plus 124 Gift Wrap 200g,Seasonal & Gifts,Gift Wrap,Nestle Plus 124,1243.19,1779.27
SKU02190,Surf Excel Plus 129 Snacks Spicy 500g,Food & Beverages,Snacks,Surf Excel Plus 129,142.45,197.67
SKU04595,Harpic Plus 54 Ready-to-eat 500g,Convenience,Ready-to-eat,Harpic Plus 54,49.68,54.74
SKU02320,Garnier Plus 284 Energy Drinks 1pc,Beverages (Premium),Energy Drinks,Garnier Plus 284,976.55,1234.46
SKU04706,Pampers Plus 94 Atta & Flour 2kg,Staples & Cooking,Atta & Flour,Pampers Plus 94,183.86,250.71
SKU03711,MamaEarth Plus 323 Dishwash 200g,Home Care,Dishwash,MamaEarth Plus 323,426.65,542.36
SKU04849,Tata Plus 110 Skin Care 2pc,Personal Care,Skin Care,Tata Plus 110,85.49,121.02
SKU01172,Bingo Paneer 2pc,Dairy & Frozen,Paneer,Bingo,235.96,319.92
SKU04326,Lifebuoy Paneer 2pc,Dairy & Frozen,Paneer,Lifebuoy,243.86,314.59
SKU02695,Patanjali Plus 58 Breakfast Cereals 100g,Food & Beverages,Breakfast Cereals,Patanjali Plus 58,18.65,26.02
SKU01423,Pedigree Plus 334 Air Freshener 100g,Home Care,Air Freshener,Pedigree Plus 334,79.46,95.37
SKU02342,Kissan Plus 248 Hair Color Honey 100g,Beauty & Cosmetics,Hair Color,Kissan Plus 248,701.85,926.62
SKU02652,Tata Tea Plus 156 Dishwash 200g,Home Care,Dishwash,Tata Tea Plus 156,430.65,557.82
SKU04156,Tide Plus 126 Gift Wrap 250g,Seasonal & Gifts,Gift Wrap,Tide Plus 126,1718.93,2259.34
SKU01465,Lifebuoy Plus 37 Air Freshener 100g,Home Care,Air Freshener,Lifebuoy Plus 37,203.75,246.46
SKU00875,Raymond Plus 106 Atta & Flour 2kg,Staples & Cooking,Atta & Flour,Raymond Plus 106,418.78,491.91
SKU03340,Tropicana Plus 219 Tea 100g,Beverages (Premium),Tea,Tropicana Plus 219,675.98,849.12
SKU04341,Kissan Plus 264 Deodorant 2pc,Personal Care,Deodorant,Kissan Plus 264,59.68,85.55
SKU01252,Pepsi Plus 2 Diapers XL,Baby & Kids,Diapers,Pepsi Plus 2,305.99,429.25
SKU02349,Amul Plus 363 First Aid 200g,Health & Wellness,First Aid,Amul Plus 363,1521.15,2051.82
SKU00841,Kelloggs Laundry Detergent 1pc,Home Care,Laundry Detergent,Kelloggs,289.69,348.35
SKU04569,Kissan Plus 207 Toothpaste 2pc,Personal Care,Toothpaste,Kissan Plus 207,301.78,404.72
SKU00582,Aashirvaad Plus 279 Confectionery Fresh 200g,Food & Beverages,Confectionery,Aashirvaad Plus 279,31.75,39.5
SKU00205,Nivea Plus 13 Storage 2pc,Kitchen & Home,Storage,Nivea Plus 13,860.07,952.22
SKU01642,Parle Plus 79 Small Electronics (chargers) 500g,Electronics & Batteries,Small Electronics (chargers),Parle Plus 79,417.11,591.89
SKU02015,Fevicol Plus 174 Breakfast Cereals 2pc,Food & Beverages,Breakfast Cereals,Fevicol Plus 174,49.47,60.7
SKU00906,Classmate Plus 172 Fruits 1pc,Fresh Produce,Fruits,Classmate Plus 172,216.63,249.46
SKU00632,Cadbury Coffee 500g,Beverages (Premium),Coffee,Cadbury,679.72,884.22
SKU03365,Camlin Plus 266 Skin Care 1pc,Personal Care,Skin Care,Camlin Plus 266,81.97,99.41
SKU01975,Aashirvaad Plus 279 Storage 250g,Kitchen & Home,Storage,Aashirvaad Plus 279,840.65,1075.18
SKU00163,Raymond Plus 169 Buns & Rolls Masala 250g,Bakery,Buns & Rolls,Raymond Plus 169,218.39,300.23
SKU03173,Kissan Plus 264 Skin Care Masala 2pc,Personal Care,Skin Care,Kissan Plus 264,484.59,566.12
SKU03613,Himalaya Plus 276 Gluten-Free Masala 200g,Health Foods,Gluten-Free,Himalaya Plus 276,1432.03,1608.49
SKU04676,Dove Plus 68 Gift Wrap 200g,Seasonal & Gifts,Gift Wrap,Dove Plus 68,817.38,931.77
SKU00618,Kissan Plus 207 Meal Kits 250g,Convenience,Meal Kits,Kissan Plus 207,517.37,675.78
SKU04069,Ariel Plus 297 Cakes & Pastries 2pc,Bakery,Cakes & Pastries,Ariel Plus 297,94.41,121.65
SKU01432,Coca-Cola Plus 8 Gift Wrap 250g,Seasonal & Gifts,Gift Wrap,Coca-Cola Plus 8,1356.87,1894
SKU00548,Kissan Plus 207 Toothpaste 100g,Personal Care,Toothpaste,Kissan Plus 207,481.45,568.33
SKU03335,Godrej Plus 144 Rice 2kg,Staples & Cooking,Rice,Godrej Plus 144,462.42,658.35
SKU04547,Tata Plus 239 Butter & Ghee 500g,Dairy & Frozen,Butter & Ghee,Tata Plus 239,556.89,745.76
SKU04224,Glen Plus 308 Milk 2L,Dairy & Frozen,Milk,Glen Plus 308,438.75,613.13
SKU02388,Pampers Plus 273 Deodorant 500g,Personal Care,Deodorant,Pampers Plus 273,142.23,205.94
SKU04244,Drools Plus 324 Biscuits 30g,Food & Beverages,Biscuits,Drools Plus 324,209.53,300.95
SKU03996,Garnier Plus 67 Kitchen Utensils 500g,Kitchen & Home,Kitchen Utensils,Garnier Plus 67,2552.99,3553.4
SKU04066,Coca-Cola Plus 8 Gift Wrap 200g,Seasonal & Gifts,Gift Wrap,,568.35,756.79
SKU01862,Maggi Plus 341 Rice Classic 5kg,Staples & Cooking,Rice,Maggi Plus 341,677.16,959.68
SKU00641,Nivea Plus 30 Ice Cream 500g,Dairy & Frozen,Ice Cream,Nivea Plus 30,407.12,562.21
SKU03903,Coca-Cola Plus 251 Milk 500ml,Dairy & Frozen,Milk,Coca-Cola Plus 251,317.31,426.18
SKU00638,Kissan Plus 39 Makeup Fresh 500g,Beauty & Cosmetics,Makeup,Kissan Plus 39,1491.49,2039.6
SKU04263,Dettol Plus 303 Edible Oil Honey 2L,Staples & Cooking,Edible Oil,Dettol Plus 303,110.16,132.66
SKU03911,MamaEarth Plus 43 Pulses Masala 2pc,Staples & Cooking,Pulses,MamaEarth Plus 43,542.6,737.5
SKU02987,Pedigree Plus 334 Toilet Cleaner 100g,Home Care,Toilet Cleaner,Pedigree Plus 334,58.44,78.39
SKU02097,Tata Plus 340 Tea 1pc,Beverages (Premium),Tea,Tata Plus 340,1171.11,1574.58
SKU04612,Kissan Toilet Cleaner 250g,Home Care,Toilet Cleaner,Kissan,157.49,215.31
SKU03076,Castrol Sauces & Spreads 2pc,Food & Beverages,Sauces & Spreads,Castrol,39.45,53.65
SKU03675,Ariel Plus 49 Ice Cream 200g,Dairy & Frozen,Ice Cream,Ariel Plus 49,26.35,32.8
SKU02842,Bikaji Plus 50 Breakfast Cereals 500g,Food & Beverages,Breakfast Cereals,Bikaji Plus 50,40.97,45.57
SKU00922,Pampers Plus 96 Dishwash 1pc,Home Care,Dishwash,Pampers Plus 96,625.91,874.06
SKU00547,Colgate Plus 100 Sanitary 500g,Personal Care,Sanitary,Colgate Plus 100,589.67,765.13
SKU03667,Godrej Plus 62 Atta & Flour 2kg,Staples & Cooking,Atta & Flour,Godrej Plus 62,156.27,223.7
SKU01901,MTR Plus 262 Tea 200g,Beverages (Premium),Tea,MTR Plus 262,760.12,873.48
SKU02029,Amul Plus 38 Soft Drinks 100g,Food & Beverages,Soft Drinks,Amul Plus 38,119.1,163.6
SKU02302,Nestle Plus 238 Cakes & Pastries 100g,Bakery,Cakes & Pastries,Nestle Plus 238,255.4,307.45
SKU01886,Raymond Plus 106 Edible Oil 5L,Staples & Cooking,Edible Oil,Raymond Plus 106,440.59,589.44
SKU01643,Nivea Plus 263 Edible Oil 500ml,Staples & Cooking,Edible Oil,Nivea Plus 263,438.87,582.11
SKU03510,Pantene Plus 213 Milk Spicy 500ml,Dairy & Frozen,Milk,Pantene Plus 213,500.34,594.23
SKU04810,Real Plus 170 OTC Medicines 250g,Health & Wellness,OTC Medicines,Real Plus 170,126.4,178.15
SKU02098,MamaEarth Plus 43 Atta & Flour 10kg,Staples & Cooking,Atta & Flour,MamaEarth Plus 43,492.95,683.55
SKU04358,Borosil Butter & Ghee 2pc,Dairy & Frozen,Butter & Ghee,Borosil,127.39,162.9
SKU03789,Camlin Plus 42 Floor Cleaner 250g,Home Care,Floor Cleaner,Camlin Plus 42,377.46,522.65
SKU04495,Camlin Meal Kits Masala 2pc,Convenience,Meal Kits,Camlin,367.42,474.84
SKU04968,Surf Excel Plus 120 Buns & Rolls 200g,Bakery,Buns & Rolls,Surf Excel Plus 120,274.96,370.75
SKU00837,Bajaj Plus 331 Art Supplies 200g,Stationery,Art Supplies,Bajaj Plus 331,21,25.63
SKU00602,Bajaj Plus 330 Herbs 250g,Fresh Produce,Herbs,Bajaj Plus 330,171.04,231.73
SKU02185,Patanjali Plus 58 Cookware 100g,Kitchen & Home,Cookware,Patanjali Plus 58,3521.24,4921.49
SKU03866,Kissan Plus 164 First Aid 200g,Health & Wellness,First Aid,Kissan Plus 164,572.89,741.22
SKU02482,Lifebuoy Cheese 100g,Dairy & Frozen,Cheese,Lifebuoy,55.12,71.58
SKU04308,Pampers Herbs Classic 2pc,Fresh Produce,Herbs,Pampers,278.46,356.24
SKU01583,Fiama Plus 55 Small Electronics (chargers) 250g,Electronics & Batteries,Small Electronics (chargers),Fiama Plus 55,415.45,563.71
SKU04267,Real Plus 199 Toys (basic) 500g,Baby & Kids,Toys (basic),Real Plus 199,987.91,1353.07
SKU02534,Patanjali Plus 181 Basic Tools 100g,Gardening,Basic Tools,Patanjali Plus 181,498.46,569.72
SKU02726,Pepsi Plus 2 Wipes Classic 2pc,Baby & Kids,Wipes,Pepsi Plus 2,952.66,1161.28
SKU01071,Nivea Plus 249 Bread Classic 250g,Bakery,Bread,Nivea Plus 249,72.54,99.82
SKU01776,Bingo Butter & Ghee 250g,Dairy & Frozen,Butter & Ghee,Bingo,191.52,223.23
SKU04809,India Gate Plus 354 Bread 2pc,Bakery,Bread,India Gate Plus 354,197.03,248.93
SKU01284,Haldiram Plus 19 First Aid 2pc,Health & Wellness,First Aid,Haldiram Plus 19,1310.55,1866.16
SKU03051,Colgate Plus 90 Small Electronics (chargers) 2pc,Electronics & Batteries,Small Electronics (chargers),Colgate Plus 90,1893.71,2562.37
SKU04754,Camlin Plus 266 Meal Kits Spicy 1pc,Convenience,Meal Kits,Camlin Plus 266,71.82,90.53
SKU01837,Pampers Plus 94 Basic Tools 200g,Gardening,Basic Tools,Pampers Plus 94,337.53,409.6
SKU04243,Nestle Butter & Ghee Dark 100g,Dairy & Frozen,Butter & Ghee,Nestle,541.28,645.08
SKU01020,Pepsi Plus 187 Skin Care 200g,Personal Care,Skin Care,Pepsi Plus 187,555.31,692.97
SKU04134,MamaEarth Plus 346 Herbs 100g,Fresh Produce,Herbs,MamaEarth Plus 346,332.31,433.31
SKU01327,Harpic Plus 322 Atta & Flour 10kg,Staples & Cooking,Atta & Flour,Harpic Plus 322,577.22,818.7
SKU00476,Garnier Plus 182 Festival Packs 1pc,Seasonal & Gifts,Festival Packs,Garnier Plus 182,1170.89,1450.41
SKU04272,Harpic Plus 322 Pulses 500g,Staples & Cooking,Pulses,Harpic Plus 322,113.15,128.86
SKU01652,Garnier Plus 67 Instant Foods 200g,Food & Beverages,Instant Foods,Garnier Plus 67,153.83,171.15
SKU03999,Borosil Plus 99 Dishwash Masala 100g,Home Care,Dishwash,Borosil Plus 99,135.72,150.71
SKU04468,Colgate Plus 45 Instant Foods Classic 1pc,Food & Beverages,Instant Foods,Colgate Plus 45,91.5,125.53
SKU02611,Castrol Instant Foods 1pc,Food & Beverages,Instant Foods,Castrol,177.2,245.44
SKU02477,Cadbury Plus 352 Frozen Meals 100g,Dairy & Frozen,Frozen Meals,Cadbury Plus 352,45.13,59.99
SKU02584,Bingo Plus 265 Air Freshener 200g,Home Care,Air Freshener,Bingo Plus 265,280.52,381.99
SKU01374,Frooti Dishwash 2pc,Home Care,Dishwash,Frooti,404.18,484.58
SKU00740,MamaEarth Plus 16 Organic 500g,Health Foods,Organic,MamaEarth Plus 16,1526.07,1976.1
SKU03619,Bikaji Plus 53 Batteries 500g,Electronics & Batteries,Batteries,Bikaji Plus 53,1105.93,1437.35
SKU02441,Parle Plus 295 Air Freshener 200g,Home Care,Air Freshener,Parle Plus 295,488.63,606.84
SKU00868,Kissan Plus 48 Energy Drinks 250g,Beverages (Premium),Energy Drinks,Kissan Plus 48,1181.32,1654.89
SKU01141,Dettol Plus 303 Spices 500g,Staples & Cooking,Spices,Dettol Plus 303,260.26,328.43
SKU00998,Nestle Plus 328 Nail Care 1pc,Beauty & Cosmetics,Nail Care,Nestle Plus 328,1385.31,1652.79
SKU01338,MTR Plus 304 First Aid 1pc,Health & Wellness,First Aid,MTR Plus 304,1127.59,1416.12
SKU00542,Garnier Plus 284 Tea 100g,Beverages (Premium),Tea,Garnier Plus 284,906.39,1004.65
SKU01100,Bingo Plus 307 Cakes & Pastries 2pc,Bakery,Cakes & Pastries,Bingo Plus 307,204.55,287.56
SKU01133,Pedigree Plus 334 Air Freshener 500g,Home Care,Air Freshener,Pedigree Plus 334,449.42,505.07
SKU04065,MamaEarth Plus 198 Buns & Rolls Masala 250g,Bakery,Buns & Rolls,MamaEarth Plus 198,136.74,165.64
SKU02716,Frooti Plus 136 Bread Spicy 250g,Bakery,Bread,Frooti Plus 136,259.25,285.8
SKU02259,Lifebuoy Plus 338 Rice Mint 2kg,Staples & Cooking,Rice,Lifebuoy Plus 338,156.96,190.19
SKU04751,Dettol Plus 303 Rice Dark 2kg,Staples & Cooking,Rice,Dettol Plus 303,643.04,798.92
SKU00060,Rin Plus 93 Chips & Namkeen 500g,Food & Beverages,Chips & Namkeen,Rin Plus 93,124.99,173.39
SKU02884,Lifebuoy Cheese 100g,Dairy & Frozen,Cheese,Lifebuoy,249.68,350.48
SKU01939,Raymond Plus 115 Cat Food Mint 250g,Pet Care,Cat Food,Raymond Plus 115,392.64,526.68
SKU02577,Ariel Plus 297 Cakes & Pastries 1pc,Bakery,Cakes & Pastries,Ariel Plus 297,69.23,77.39
SKU04937,Red Label Plus 241 Biscuits 30g,Food & Beverages,Biscuits,Red Label Plus 241,107.59,145.81
SKU01079,Borosil Plus 320 Nail Care 500g,Beauty & Cosmetics,Nail Care,Borosil Plus 320,703,839.95
SKU03250,Frooti Dishwash Spicy 1pc,Home Care,Dishwash,Frooti,624.14,829.16
SKU03128,Kissan Plus 207 Shampoo 500g,Personal Care,Shampoo,Kissan Plus 207,446.65,559.24
SKU02489,Daawat Plus 313 Frozen Meals 1pc,Dairy & Frozen,Frozen Meals,Daawat Plus 313,350.63,504.78
SKU00941,Rin Plus 121 Edible Oil 5L,Staples & Cooking,Edible Oil,Rin Plus 121,148.12,189.82
SKU01081,India Gate Plus 59 Paneer 2pc,Dairy & Frozen,Paneer,India Gate Plus 59,399.43,485.85
SKU00188,Raymond Plus 106 Pulses 1pc,Staples & Cooking,Pulses,Raymond Plus 106,524.81,665.18
SKU02635,Tata Plus 350 Deodorant 250g,Personal Care,Deodorant,Tata Plus 350,276.28,352.24
SKU02086,Britannia Plus 230 Herbs Masala 2pc,Fresh Produce,Herbs,Britannia Plus 230,104.62,120.5
